file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\boolex\IsPropertyNullCondition.java,ch.qos.logback.core.boolex.IsPropertyNullCondition,class,2,2,0,2,5,3,0,3,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,19,3,0,1,0,0,1,0,1,0,1,1,0,0,0,18,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\util\ParentTag_Tag_Class_Tuple.java,ch.qos.logback.core.joran.util.ParentTag_Tag_Class_Tuple,class,0,0,0,0,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,0,3,0,0,0,3,0,0,14,1,0,0,0,0,4,0,3,1,3,0,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\ContextAwarePropertyContainer.java,ch.qos.logback.core.spi.ContextAwarePropertyContainer,interface,2,9,7,2,2,1,0,0,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\AggregationType.java,ch.qos.logback.core.util.AggregationType,enum,0,6,6,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\UnsynchronizedAppenderBase.java,ch.qos.logback.core.UnsynchronizedAppenderBase,class,10,16,6,10,19,2,0,16,42,0.76923084,0.23076923,0.34615386,13,0,11,0,2,0,13,1,0,0,6,0,0,4,2,0,0,0,0,69,9,0,1,1,0,6,0,8,3,6,2,0,0,0,131,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\event\EndEvent.java,ch.qos.logback.core.joran.event.EndEvent,class,2,5,3,2,2,2,0,3,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,4,0,0,1,0,0,0,0,0,10,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\OutputStreamAppender.java,ch.qos.logback.core.OutputStreamAppender,class,10,15,5,10,40,3,0,24,63,0.7222222,0.31617647,0.6691176,18,0,9,1,6,2,17,0,1,0,4,0,0,1,2,1,1,0,0,155,7,0,11,7,1,15,3,15,5,9,2,0,0,0,168,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\FilterAttachable.java,ch.qos.logback.core.spi.FilterAttachable,interface,3,5,2,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\ArchiveRemover.java,ch.qos.logback.core.rolling.helper.ArchiveRemover,interface,1,6,5,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\status\StatusBase.java,ch.qos.logback.core.status.StatusBase,class,2,6,4,2,33,1,3,16,31,0.7428573,0.35238096,0.5809524,15,0,13,0,0,2,15,0,0,5,7,1,0,1,0,6,3,0,3,109,16,1,12,0,3,8,2,14,0,13,2,0,0,0,62,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.CAI_WithLocatorSupport,class,4,5,1,4,3,2,0,4,1,0.0,0.0,0.0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,3,0,2,2,2,1,0,0,0,38,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\RolloverFailure.java,ch.qos.logback.core.rolling.RolloverFailure,class,1,3,2,1,2,5,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\AbstractComponentTracker.java,ch.qos.logback.core.spi.AbstractComponentTracker$RemovalPredicator,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\status\OnPrintStreamStatusListenerBase.java,ch.qos.logback.core.status.OnPrintStreamStatusListenerBase,class,7,11,4,7,21,2,3,11,59,0.81428576,0.2,0.3090909,14,0,10,3,1,0,11,1,0,0,5,1,0,0,0,5,1,0,1,64,7,1,2,0,0,1,2,15,1,11,2,0,0,0,94,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\color\BoldRedCompositeConverter.java,ch.qos.logback.core.pattern.color.BoldRedCompositeConverter,class,2,2,0,2,1,6,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\color\ConverterSupplierByClassName.java,ch.qos.logback.core.pattern.color.ConverterSupplierByClassName,class,2,4,2,2,3,2,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,17,2,0,0,1,0,3,0,2,1,2,1,0,0,0,38,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\TimeBasedArchiveRemover.java,ch.qos.logback.core.rolling.helper.TimeBasedArchiveRemover$ArchiveRemoverRunnable,innerclass,1,1,0,1,4,1,0,2,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,1,1,0,1,1,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\AppenderDeclarationAnalyser.java,ch.qos.logback.core.model.processor.AppenderDeclarationAnalyser,class,8,11,3,8,7,3,0,9,15,0.8333333,0.0,0.0,6,3,5,0,1,0,6,0,0,0,1,1,0,0,0,1,1,0,3,31,3,0,1,0,0,1,0,8,0,7,1,0,0,0,74,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\sift\AbstractDiscriminator.java,ch.qos.logback.core.sift.AbstractDiscriminator,class,3,4,1,3,3,2,0,0,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,2,0,1,0,0,0,0,21,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\color\CyanCompositeConverter.java,ch.qos.logback.core.pattern.color.CyanCompositeConverter,class,2,2,0,2,1,6,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\recovery\RecoveryListener.java,ch.qos.logback.core.recovery.RecoveryListener,interface,0,1,1,0,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\StringCollectionUtil.java,ch.qos.logback.core.util.StringCollectionUtil,class,1,2,1,1,11,1,0,11,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,33,1,4,0,0,0,0,0,4,0,4,3,0,0,0,54,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\INamedModel.java,ch.qos.logback.core.model.INamedModel,interface,0,2,2,0,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\JoranConstants.java,ch.qos.logback.core.joran.JoranConstants,class,0,0,0,0,0,1,0,1,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,17,17,16,0,0,1,17,0,0,19,0,0,0,0,0,15,0,17,0,17,0,0,0,0,32,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\property\FileExistsPropertyDefiner.java,ch.qos.logback.core.property.FileExistsPropertyDefiner,class,2,2,0,2,4,3,0,4,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,17,3,0,0,0,0,1,0,2,0,2,1,0,0,0,42,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\ModelHandlerException.java,ch.qos.logback.core.model.processor.ModelHandlerException,class,0,5,5,0,2,3,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\FormattingConverter.java,ch.qos.logback.core.pattern.FormattingConverter,class,4,7,3,4,11,2,0,12,0,0.6666667,1.0,1.0,3,0,3,0,0,0,3,0,3,0,3,2,0,0,0,3,2,0,3,47,3,0,3,0,0,1,4,7,1,7,2,0,0,0,39,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\AppenderRefModelHandler.java,ch.qos.logback.core.model.processor.AppenderRefModelHandler,class,10,11,1,10,8,3,0,13,10,0.8,0.0,0.0,5,1,3,0,1,1,5,0,0,0,1,0,0,0,0,1,0,0,1,40,4,0,1,0,1,10,0,9,4,8,1,0,0,0,53,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\TimeUtil.java,ch.qos.logback.core.util.TimeUtil,class,0,0,0,0,6,1,0,7,15,0.0,0.0,0.0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,58,6,0,0,0,0,0,25,6,0,6,0,0,0,0,16,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SocketConnector.java,ch.qos.logback.core.net.SocketConnector,interface,1,5,4,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\DefaultInvocationGate.java,ch.qos.logback.core.util.DefaultInvocationGate,class,2,3,1,2,13,1,0,4,8,0.77272725,0.3,0.6,8,0,4,3,0,1,5,0,1,0,11,5,0,7,0,4,5,0,1,56,5,0,1,0,3,0,8,16,7,12,2,0,0,0,62,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\AbstractComponentTracker.java,ch.qos.logback.core.spi.AbstractComponentTracker$Anonymous2,anonymous,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\AbstractComponentTracker.java,ch.qos.logback.core.spi.AbstractComponentTracker$Anonymous3,anonymous,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\ReentryGuard.java,ch.qos.logback.core.util.ReentryGuard$NOPRentryGuard,innerclass,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\AbstractSSLSocketAppender.java,ch.qos.logback.core.net.AbstractSSLSocketAppender,class,9,10,1,9,7,4,0,9,6,0.6,0.2,0.2,5,0,3,0,2,0,5,0,0,0,2,0,0,2,0,0,0,0,0,30,2,0,1,1,0,0,0,5,0,4,1,0,0,0,55,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\sift\DefaultDiscriminator.java,ch.qos.logback.core.sift.DefaultDiscriminator,class,2,3,1,2,2,3,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,9,2,0,0,0,0,1,0,1,0,1,0,0,0,0,16,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\sift\AppenderFactory.java,ch.qos.logback.core.sift.AppenderFactory,interface,3,6,3,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\Appender.java,ch.qos.logback.core.Appender,interface,4,16,12,4,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\html\CssBuilder.java,ch.qos.logback.core.html.CssBuilder,interface,0,1,1,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\ShutdownHookModelHandler.java,ch.qos.logback.core.model.processor.ShutdownHookModelHandler,class,13,14,1,13,10,3,0,14,4,0.64,0.1,0.1,5,1,4,0,1,0,5,0,0,0,5,3,1,0,0,4,3,0,0,57,4,0,1,1,0,10,0,14,4,9,2,0,0,0,75,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DelayingListAppender.java,ch.qos.logback.core.testUtil.DelayingListAppender,class,2,2,0,2,3,4,0,2,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,16,0,0,0,1,0,0,1,4,0,2,1,0,0,0,13,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\ssl\ConfigurableSSLSocketFactory.java,ch.qos.logback.core.net.ssl.ConfigurableSSLSocketFactory,class,2,3,1,2,5,2,0,5,0,0.0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,28,4,0,0,0,0,0,0,6,0,6,0,0,0,0,60,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\Converter.java,ch.qos.logback.core.pattern.Converter,class,2,14,12,2,5,1,0,2,4,0.5,0.16666667,0.16666667,4,0,4,0,0,0,4,1,2,0,1,0,0,0,0,1,0,0,0,16,1,0,1,0,0,1,0,1,0,1,1,0,0,0,74,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\AppenderModel.java,ch.qos.logback.core.model.AppenderModel,class,3,11,8,3,1,4,0,0,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,15,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\ssl\TrustManagerFactoryFactoryBean.java,ch.qos.logback.core.net.ssl.TrustManagerFactoryFactoryBean,class,1,4,3,1,7,1,0,5,6,0.6,0.2,0.2,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,3,22,4,0,2,0,0,0,0,2,0,2,1,0,0,0,73,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\ssl\SSLParametersConfiguration.java,ch.qos.logback.core.net.ssl.SSLParametersConfiguration,class,3,9,6,3,31,2,0,29,149,0.8888889,0.08571429,0.08571429,19,0,15,4,0,0,15,0,0,0,9,0,0,9,0,0,0,0,3,107,11,2,6,0,0,4,0,13,3,10,2,0,0,0,133,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\CachingDateFormatter.java,ch.qos.logback.core.util.CachingDateFormatter,class,1,5,4,1,7,1,0,9,4,0.5833333,0.16666667,0.16666667,4,0,4,0,0,0,4,0,1,0,3,0,0,0,0,3,3,0,4,43,1,0,3,0,0,0,1,11,0,9,1,0,1,0,42,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\ElementPath.java,ch.qos.logback.core.joran.spi.ElementPath,class,1,9,8,1,26,1,1,15,1,0.2857143,0.5769231,0.5769231,14,0,12,1,1,0,13,0,0,0,1,0,0,0,0,1,0,0,0,80,15,3,4,0,2,3,4,8,2,8,2,0,0,0,58,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\AppenderAttachable.java,ch.qos.logback.core.spi.AppenderAttachable,interface,2,7,5,2,7,1,0,0,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\PreSerializationTransformer.java,ch.qos.logback.core.spi.PreSerializationTransformer,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\JoranException.java,ch.qos.logback.core.joran.spi.JoranException,class,0,2,2,0,2,3,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,12,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\subst\Token.java,ch.qos.logback.core.subst.Token$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\AbstractComponentTracker.java,ch.qos.logback.core.spi.AbstractComponentTracker$Anonymous1,anonymous,2,2,0,2,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,-1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\action\StatusListenerAction.java,ch.qos.logback.core.joran.action.StatusListenerAction,class,9,9,0,9,3,4,0,5,1,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,3,0,0,0,0,3,0,0,1,18,3,0,0,0,0,2,0,5,1,5,1,0,0,0,45,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\color\WhiteCompositeConverter.java,ch.qos.logback.core.pattern.color.WhiteCompositeConverter,class,2,2,0,2,1,6,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\ConfigurationEvent.java,ch.qos.logback.core.spi.ConfigurationEvent$EventType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\util\RestrictedEscapeUtil.java,ch.qos.logback.core.pattern.util.RestrictedEscapeUtil,class,1,3,2,1,2,1,1,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,1,0,0,0,19,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\html\HTMLLayoutBase.java,ch.qos.logback.core.html.HTMLLayoutBase,class,11,12,1,11,26,3,0,21,116,0.8588235,0.075,0.108333334,17,0,13,1,3,0,16,1,0,0,5,0,0,0,5,0,0,0,1,150,11,1,7,1,0,27,6,25,0,20,2,0,0,0,142,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\action\DefinePropertyAction.java,ch.qos.logback.core.joran.action.DefinePropertyAction,class,8,8,0,8,2,4,0,7,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,2,0,2,0,0,0,0,47,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\NewRuleProvider.java,ch.qos.logback.core.joran.spi.NewRuleProvider,interface,2,2,0,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\conditional\IfModelHandler.java,ch.qos.logback.core.model.processor.conditional.IfModelHandler$Branch,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\util\TagUtil.java,ch.qos.logback.core.model.util.TagUtil,class,1,1,0,1,2,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,0,0,2,3,1,3,1,0,0,0,8,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\TimeBasedArchiveRemover.java,ch.qos.logback.core.rolling.helper.TimeBasedArchiveRemover,class,12,16,4,12,43,2,1,34,125,0.888889,0.13333334,0.42857143,18,0,7,3,3,5,15,0,0,0,10,3,0,2,2,6,6,0,2,189,15,6,8,0,1,20,24,48,15,38,4,0,1,0,174,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\MockInitialContext.java,ch.qos.logback.core.testUtil.MockInitialContext,class,0,1,1,0,3,2,0,1,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,12,2,0,1,0,0,0,0,1,0,1,1,0,0,0,10,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\ContentTypeUtil.java,ch.qos.logback.core.util.ContentTypeUtil,class,0,1,1,0,6,1,0,4,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,3,0,0,1,2,2,1,2,2,0,0,0,22,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\status\WarnStatus.java,ch.qos.logback.core.status.WarnStatus,class,1,10,9,1,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedFileNamingAndTriggeringPolicyBase.java,ch.qos.logback.core.rolling.TimeBasedFileNamingAndTriggeringPolicyBase,class,10,13,3,10,19,2,0,24,60,0.8671329,0.102564104,0.16666667,13,0,9,0,4,0,13,0,0,0,11,1,0,1,10,0,0,0,6,88,9,0,3,0,0,8,3,22,5,16,2,0,0,0,116,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\LogbackException.java,ch.qos.logback.core.LogbackException,class,0,1,1,0,2,4,1,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0
