file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\processor\LoggerModelHandler.java,ch.qos.logback.classic.model.processor.LoggerModelHandler,class,9,10,1,9,12,2,0,17,8,0.6,0.1,0.1,5,1,4,0,1,0,5,0,0,0,2,0,0,0,0,2,0,0,1,57,3,0,1,0,0,8,0,12,4,11,3,0,0,0,46,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\MarkerConverter.java,ch.qos.logback.classic.pattern.MarkerConverter,class,3,4,1,3,6,3,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,18,3,1,3,0,0,1,5,6,0,6,2,0,0,0,30,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\LogbackMDCAdapter.java,ch.qos.logback.classic.util.LogbackMDCAdapter,class,3,6,3,3,24,1,0,13,34,0.6923077,0.3181818,0.3181818,13,0,12,1,0,0,12,0,0,0,3,0,0,1,0,2,3,0,1,94,10,0,11,0,2,3,0,13,0,11,2,0,0,0,160,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\servlet\LogbackServletContainerInitializer.java,ch.qos.logback.classic.servlet.LogbackServletContainerInitializer,class,5,6,1,5,6,1,0,8,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,25,2,0,0,0,0,4,0,6,2,3,1,0,0,0,69,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\SerializedModelConfigurator.java,ch.qos.logback.classic.joran.SerializedModelConfigurator,class,15,16,1,15,23,2,0,34,26,0.8333333,0.0,0.0,8,0,1,6,0,1,2,0,0,0,3,2,2,0,1,0,2,0,3,123,13,0,7,4,0,16,0,26,9,21,4,0,0,0,115,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\PropertiesConfigurator.java,ch.qos.logback.classic.joran.PropertiesConfigurator,class,8,11,3,8,33,2,0,35,87,0.91836727,0.022222223,0.022222223,14,0,6,4,0,4,10,0,0,0,7,6,1,0,0,6,5,0,1,139,4,3,5,4,0,13,0,23,6,23,2,1,0,0,86,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\boolex\GEventEvaluator.DISABLEDjava,ch.qos.logback.classic.boolex.GEventEvaluator,class,7,7,0,7,11,2,0,15,0,0.5833333,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,51,5,0,5,1,0,9,3,12,4,11,1,0,0,0,47,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\action\RootLoggerAction.java,ch.qos.logback.classic.joran.action.RootLoggerAction,class,7,7,0,7,4,2,0,4,1,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,19,3,0,0,0,0,0,0,4,0,6,1,0,0,0,39,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\sift\ContextBasedDiscriminator.java,ch.qos.logback.classic.sift.ContextBasedDiscriminator,class,3,3,0,3,6,2,0,2,2,0.5,0.4,0.4,5,0,5,0,0,0,5,0,0,0,2,1,0,2,0,0,1,0,0,25,4,0,1,0,0,2,0,3,1,3,1,0,0,0,60,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\MethodOfCallerConverter.java,ch.qos.logback.classic.pattern.MethodOfCallerConverter,class,2,3,1,2,3,3,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,2,1,0,1,1,0,0,0,12,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SocketNode.java,ch.qos.logback.classic.net.SocketNode,class,6,8,2,6,14,1,0,18,0,0.4642857,0.6666667,1.0,4,0,3,0,0,1,4,0,0,0,7,0,0,0,0,7,0,0,0,71,2,1,1,3,0,7,0,12,3,9,3,0,0,0,79,1,7
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\turbo\ReconfigureOnChangeFilter.java,ch.qos.logback.classic.turbo.ReconfigureOnChangeFilter,class,8,9,1,8,20,3,0,16,9,0.77272725,0.44444445,1.0,10,0,5,1,1,3,9,0,0,0,11,4,1,6,1,3,4,0,3,142,8,0,4,0,4,9,10,21,11,16,2,0,1,0,103,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\util\DefaultClassNameHelper.java,ch.qos.logback.classic.model.util.DefaultClassNameHelper,class,4,5,1,4,10,1,0,8,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,26,1,2,2,0,0,0,0,5,0,5,4,0,0,0,40,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ThrowableProxyConverter.java,ch.qos.logback.classic.pattern.ThrowableProxyConverter,class,9,14,5,9,49,4,1,42,68,0.8615385,0.13333334,0.13333334,13,0,3,7,3,0,6,0,0,0,5,1,0,0,1,4,1,0,5,177,7,5,12,2,1,15,14,38,6,27,4,0,0,0,113,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\boolex\IEvaluator.java,ch.qos.logback.classic.boolex.IEvaluator,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\processor\PropertiesConfiguratorModelHandler.java,ch.qos.logback.classic.model.processor.PropertiesConfiguratorModelHandler,class,10,11,1,10,13,2,0,17,8,0.70000005,0.1,0.1,5,1,4,0,1,0,5,0,0,0,2,1,0,0,0,2,1,0,0,55,6,0,6,1,0,3,0,13,2,9,2,0,0,0,77,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\KeyValuePairConverter.java,ch.qos.logback.classic.pattern.KeyValuePairConverter,class,5,7,2,5,13,3,0,13,1,0.5833334,1.0,1.0,3,0,2,1,0,0,2,0,0,0,4,3,0,0,0,4,3,0,2,49,7,1,5,0,0,3,2,11,0,10,2,0,1,0,68,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\ReconfigureOnChangeTask.java,ch.qos.logback.classic.joran.ReconfigureOnChangeTask,class,9,11,2,9,27,2,0,41,43,0.90000004,0.0,0.0,10,0,4,6,0,0,4,0,0,0,6,3,3,0,0,3,3,0,2,130,6,0,6,3,0,19,0,22,7,22,2,0,0,0,124,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\CallerData.java,ch.qos.logback.classic.spi.CallerData,class,1,3,2,1,18,1,0,6,4,0.75,0.33333334,0.33333334,4,4,2,1,0,1,3,0,0,0,5,5,3,2,0,0,5,0,2,53,9,3,4,0,1,3,5,14,4,12,3,0,0,0,107,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\ReceiverModel.java,ch.qos.logback.classic.model.ReceiverModel,class,2,3,1,2,1,2,0,0,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LoggerContextAwareBase.java,ch.qos.logback.classic.spi.LoggerContextAwareBase,class,4,4,0,4,5,2,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1,0,0,1,0,0,0,0,1,0,0,0,28,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\Abbreviator.java,ch.qos.logback.classic.pattern.Abbreviator,interface,0,4,4,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\Util.java,ch.qos.logback.classic.pattern.Util,class,2,2,0,2,4,1,0,1,0,1.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,15,2,1,1,0,0,1,1,3,0,3,2,0,0,0,19,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\server\HardenedLoggingEventInputStream.java,ch.qos.logback.classic.net.server.HardenedLoggingEventInputStream,class,13,15,2,13,3,2,0,19,3,1.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,1,0,0,0,1,1,0,1,30,1,0,0,0,0,1,0,2,0,2,0,0,0,0,24,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\LoggerContextListenerModel.java,ch.qos.logback.classic.model.LoggerContextListenerModel,class,2,7,5,2,1,2,0,0,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,15,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\LoggerModel.java,ch.qos.logback.classic.model.LoggerModel,class,3,9,6,3,14,2,0,7,0,0.6363636,0.5272727,0.8181818,11,0,9,0,2,0,11,0,0,0,4,1,0,1,0,3,1,0,4,50,10,0,2,0,0,2,2,12,3,8,1,0,0,0,37,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\action\ContextNameAction.java,ch.qos.logback.classic.joran.action.ContextNameAction,class,5,5,0,5,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LoggerContextListener.java,ch.qos.logback.classic.spi.LoggerContextListener,interface,3,7,4,3,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\turbo\TurboFilter.java,ch.qos.logback.classic.turbo.TurboFilter,class,8,17,9,8,9,2,4,9,13,0.6428572,0.1904762,0.1904762,7,0,7,0,0,0,7,1,0,0,2,0,0,1,0,1,0,0,1,29,3,0,1,0,1,0,1,10,0,8,0,0,0,0,138,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\JoranConfigurator.java,ch.qos.logback.classic.joran.JoranConfigurator,class,21,28,7,21,7,2,0,15,21,0.0,0.0,0.0,7,0,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,13,0,2,0,2,0,0,0,14,75,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SMTPAppender.java,ch.qos.logback.classic.net.SMTPAppender,class,8,8,0,8,19,2,0,16,49,0.8181819,0.054545455,0.054545455,11,0,5,0,5,1,11,0,0,0,2,1,0,1,0,1,1,0,0,68,7,2,3,0,0,3,1,13,1,9,2,0,0,0,115,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ThreadConverter.java,ch.qos.logback.classic.pattern.ThreadConverter,class,2,3,1,2,1,3,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\selector\ContextSelector.java,ch.qos.logback.classic.selector.ContextSelector,interface,1,7,6,1,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ThrowableProxyUtil.java,ch.qos.logback.classic.spi.ThrowableProxyUtil,class,5,10,5,5,38,1,0,32,118,0.9166667,0.012820513,0.012820513,16,16,11,3,0,2,13,0,0,0,3,3,2,1,0,0,3,0,19,144,6,5,11,0,0,6,17,25,5,21,3,0,0,0,99,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SimpleSSLSocketServer.java,ch.qos.logback.classic.net.SimpleSSLSocketServer,class,5,6,1,5,5,3,0,4,4,0.5,0.16666667,0.16666667,4,1,3,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,2,21,1,0,1,0,0,1,0,2,0,2,1,0,0,0,111,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ClassPackagingData.java,ch.qos.logback.classic.spi.ClassPackagingData,class,1,7,6,1,22,1,0,3,0,0.6363636,0.5272727,0.8181818,11,0,11,0,0,0,11,0,0,0,4,1,0,1,0,3,1,0,0,58,13,0,9,0,2,0,4,14,2,7,2,0,0,0,34,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LoggingEvent.java,ch.qos.logback.classic.spi.LoggingEvent,class,15,18,3,15,75,1,0,46,810,0.9329546,0.068292685,0.36097562,44,0,39,3,0,2,41,0,0,0,20,2,2,15,0,3,2,0,8,269,30,0,24,1,4,12,4,50,6,32,3,0,0,0,278,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SyslogAppender.java,ch.qos.logback.classic.net.SyslogAppender,class,9,10,1,9,20,2,0,25,64,0.8615384,0.07272727,0.07272727,13,0,8,2,1,2,11,0,0,0,5,2,2,0,0,3,2,0,1,87,9,2,3,1,0,7,0,19,4,14,3,0,0,0,131,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\ClassicVersionUtil.java,ch.qos.logback.classic.util.ClassicVersionUtil,class,2,4,2,2,4,1,0,4,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,22,4,0,1,1,0,3,0,4,2,4,2,0,0,0,56,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\KeyValuePairConverter.java,ch.qos.logback.classic.pattern.KeyValuePairConverter$ValueQuoteSpecification,enum,0,0,0,0,4,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\AsyncAppender.java,ch.qos.logback.classic.AsyncAppender,class,3,3,0,3,6,2,0,4,0,0.25,0.5,0.5,4,0,2,0,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,17,2,0,0,0,0,0,0,3,0,2,1,0,0,0,55,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\sanity\IfNestedWithinSecondPhaseElementSC.java,ch.qos.logback.classic.joran.sanity.IfNestedWithinSecondPhaseElementSC,class,8,9,1,8,5,2,0,6,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,24,3,1,1,0,0,8,0,7,3,7,1,0,0,0,61,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ThrowableProxyVO.java,ch.qos.logback.classic.spi.ThrowableProxyVO,class,3,6,3,3,27,1,0,14,23,0.7878789,0.10909091,0.27272728,11,1,11,0,0,0,11,0,0,0,9,1,0,9,0,0,1,0,4,82,21,1,11,0,2,0,5,18,2,16,2,0,0,0,67,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\turbo\MarkerFilter.java,ch.qos.logback.classic.turbo.MarkerFilter,class,6,6,0,6,8,4,0,6,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,30,4,0,3,0,0,2,0,1,1,1,1,0,0,0,38,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\PrefixCompositeConverter.java,ch.qos.logback.classic.pattern.PrefixCompositeConverter,class,5,5,0,5,8,2,0,11,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,4,0,0,3,0,10,0,9,3,0,0,0,28,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\ModelClassToModelHandlerLinker.java,ch.qos.logback.classic.joran.ModelClassToModelHandlerLinker,class,18,21,3,18,5,2,0,5,0,0.25,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,36,2,0,1,0,0,0,0,1,0,1,1,0,0,5,47,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\NopThrowableInformationConverter.java,ch.qos.logback.classic.pattern.NopThrowableInformationConverter,class,2,2,0,2,1,4,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\StatusViaSLF4JLoggerFactory.java,ch.qos.logback.classic.util.StatusViaSLF4JLoggerFactory,class,7,10,3,7,5,1,0,4,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,3,0,3,1,0,0,0,31,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LoggerComparator.java,ch.qos.logback.classic.spi.LoggerComparator,class,1,2,1,1,4,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,3,0,0,0,1,0,0,0,4,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\RelativeTimeConverter.java,ch.qos.logback.classic.pattern.RelativeTimeConverter,class,3,4,1,3,2,3,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,14,1,0,1,0,0,0,1,5,1,3,2,0,0,0,15,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\selector\DefaultContextSelector.java,ch.qos.logback.classic.selector.DefaultContextSelector,class,3,5,2,3,7,1,0,4,0,0.16666667,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,1,26,6,0,0,0,0,0,0,1,0,1,1,0,0,0,13,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\PropertiesConfigurator.java,ch.qos.logback.classic.joran.PropertiesConfigurator$Anonymous1,anonymous,0,0,0,0,4,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,3,0,0,0,3,3,1,3,1,0,0,0,7,-1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\LoggingEventPreSerializationTransformer.java,ch.qos.logback.classic.net.LoggingEventPreSerializationTransformer,class,4,6,2,4,4,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,1,0,0,1,0,0,1,0,1,0,0,0,16,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\action\ConsolePluginAction.java,ch.qos.logback.classic.joran.action.ConsolePluginAction,class,6,6,0,6,4,2,0,13,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,1,33,1,0,1,1,0,6,1,9,2,7,2,0,0,0,55,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\color\HighlightingCompositeConverter.java,ch.qos.logback.classic.pattern.color.HighlightingCompositeConverter,class,3,3,0,3,4,2,0,2,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,1,1,1,1,0,0,0,39,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\html\UrlCssBuilder.java,ch.qos.logback.classic.html.UrlCssBuilder,class,1,1,0,1,3,1,0,1,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,14,1,0,0,0,0,3,0,2,0,1,0,0,0,0,41,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SocketAcceptor.java,ch.qos.logback.classic.net.SocketAcceptor,class,0,0,0,0,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\MaskedKeyValuePairConverter.java,ch.qos.logback.classic.pattern.MaskedKeyValuePairConverter,class,5,7,2,5,22,3,0,21,0,0.5,0.6666667,1.0,4,0,2,1,0,1,3,0,0,0,4,1,1,0,0,3,1,0,2,68,8,1,7,0,0,7,4,14,3,11,2,0,0,0,89,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\jul\LevelChangePropagator.java,ch.qos.logback.classic.jul.LevelChangePropagator,class,8,9,1,8,18,2,0,17,58,0.8333333,0.08888889,0.13333334,12,0,10,2,0,0,10,0,0,0,3,0,0,1,0,2,0,0,4,61,2,2,2,0,0,5,0,14,2,11,2,0,0,0,55,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\LineOfCallerConverter.java,ch.qos.logback.classic.pattern.LineOfCallerConverter,class,2,3,1,2,3,3,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,1,0,0,0,2,1,0,1,1,0,0,0,12,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\sift\SiftingAppender.java,ch.qos.logback.classic.sift.SiftingAppender,class,6,6,0,6,6,2,0,4,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,4,1,1,0,0,0,0,1,0,1,2,0,0,0,52,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\CallerDataConverter.java,ch.qos.logback.classic.pattern.CallerDataConverter,class,6,8,2,6,32,3,0,28,20,0.78571427,0.16666667,0.16666667,8,0,2,4,2,0,4,0,0,0,7,2,2,2,0,3,3,0,4,119,8,3,9,2,0,20,13,29,7,24,4,0,0,0,107,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\sift\JNDIBasedContextDiscriminator.java,ch.qos.logback.classic.sift.JNDIBasedContextDiscriminator,class,5,5,0,5,7,2,0,4,2,0.5,0.4,0.4,5,0,5,0,0,0,5,0,0,0,2,1,0,2,0,0,1,0,1,27,5,0,2,0,0,2,0,4,1,4,1,0,0,0,64,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\MDCConverter.java,ch.qos.logback.classic.pattern.MDCConverter,class,3,6,3,3,11,3,0,13,0,0.4,1.0,1.0,5,0,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,51,6,1,4,0,0,2,3,10,0,7,2,0,0,0,51,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\html\HTMLLayout.java,ch.qos.logback.classic.html.HTMLLayout,class,10,11,1,10,17,2,0,18,8,0.625,0.47619048,0.47619048,8,0,5,1,2,0,7,0,0,0,2,1,0,0,0,2,1,0,0,81,6,1,6,0,2,10,4,14,0,9,2,0,0,0,111,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ClassNameOnlyAbbreviator.java,ch.qos.logback.classic.pattern.ClassNameOnlyAbbreviator,class,1,2,1,1,2,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,2,1,1,1,1,0,0,0,23,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\LoggerNameUtil.java,ch.qos.logback.classic.util.LoggerNameUtil,class,1,4,3,1,10,1,0,5,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,27,6,1,5,0,0,0,9,6,1,5,2,0,0,0,28,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LogbackServiceProvider.java,ch.qos.logback.classic.spi.LogbackServiceProvider,class,9,10,1,9,9,1,0,9,7,0.76666665,0.2,0.3,6,0,5,1,0,0,5,0,0,0,5,2,1,3,0,1,1,0,0,41,4,0,0,2,0,5,0,5,2,5,2,0,0,0,60,1,0
